交易日期,原版策略 (baseline),行业热度-top-30%,行业热度-top-40%,行业热度-top-50%,行业热度-bottom-30%,行业热度-bottom-40%
2023-10-31,436.2433041715587,424.38641459507704,319.81966801981315,184.62399402547427,326.6601788109456,366.2879594413997
2023-11-30,428.2809479153218,414.9608261789639,312.71649870415786,179.68561866421328,321.0328805509566,359.59171785516963
2023-12-29,329.9680061082344,319.70555097951836,259.06588298863204,148.8581947306898,247.338995596709,277.046557245327
2024-01-31,310.669753871852,286.2729413792437,231.97455316913744,133.29162763485715,232.87331942035541,260.8434277177086
2024-02-29,339.7328085105457,313.05368212787937,253.67569732468388,145.7610161368038,258.4059163947656,289.44271135362436
2024-03-29,322.3302821148191,297.01777146504236,239.95275983263852,134.11778513833139,244.87404308239155,274.2855425245494
2024-04-30,323.48309294546175,289.6337110682187,232.5332317036467,129.97075769790527,247.20489442350745,276.8963493564803
2024-05-31,293.936028730448,257.7530207411124,206.9377306711059,115.66455880115345,217.78006879102657,248.34651332382765
2024-06-28,299.70764728845097,261.43197211501945,209.8913870293386,119.34893429748784,220.84564637062707,250.90549483744906
2024-07-31,293.83115375479446,254.40217813864433,204.2474973539675,112.73652864802261,215.61176548559692,244.95921744887468
2024-08-30,351.5550254812475,304.3801280944215,244.3724336891675,132.47653595379643,262.22912980567685,297.92178680429646
2024-09-30,397.1454320779319,343.85279323632756,284.29421784436306,156.91049891082702,288.19182093278886,327.4183241896324
2024-10-31,408.91815119712567,354.0457402682026,292.7216494690476,161.56185098823738,304.70612893382105,345.527579081916
2024-11-29,363.5588258263509,312.369655705399,258.2642592815712,145.08500271158726,271.15764107242825,307.4846035987292
2024-12-31,392.45430295712805,328.6624886120383,269.2471406964442,153.42304666410337,292.7091173669034,324.2674320853031
2025-01-27,425.6334814964269,349.12166982307787,283.7664484730087,161.6502163857852,316.7022679049713,350.84739441310137
2025-02-28,426.4834781760874,349.81887122533556,284.3331344821852,161.97303438100315,307.4546303462248,340.6027265633073
2025-03-31,459.71309954318144,374.465427137729,304.36588020632075,173.38487569816274,316.6634073009317,364.3453725171422
2025-04-30,496.81626271767436,412.3209031370135,335.1348496175174,190.91270744167008,337.7954414459154,388.55994758201
2025-05-30,528.136655532553,438.9430318590135,356.7733429315003,206.9021414541422,357.0962524781176,410.7613191898134
2025-06-30,598.0545367755732,449.8829017478445,365.6652803087578,208.86665721809618,402.70227609521567,463.2210980140365
2025-07-31,675.5669951688627,514.2543982986199,417.98649820497957,238.7523435877073,447.8190648339084,526.6763928560966
2025-08-29,684.971066085778,526.3552190906737,432.89933739602554,246.63005407146616,453.7282389062273,537.1566235082092
2025-09-30,733.318099690436,564.2114166590109,464.0340583017625,264.59495188853697,485.75355428069395,559.1493428715243
2025-10-31,748.0264478406209,578.7220007257106,470.09933162544246,265.09807669457933,492.4108145050372,566.8124935514578
2025-11-28,747.0618208852446,576.6340235583062,472.2019077654664,268.7453612669329,492.1024770649054,566.4575673228939
2025-12-31,847.4172712017552,660.3283203730966,547.8908969217707,316.39047968403486,544.3883162710747,626.6436274679563
2026-01-30,923.7902654409681,710.4770389179054,586.7258102495254,330.8287488222806,594.304998069979,684.1025581957301
2026-02-27,853.2463347132581,656.9866562750422,545.3999912848775,309.5429831613306,548.921741519892,630.8013024595771
2026-03-31,914.0855005413671,691.3180589339306,573.9003368126208,325.7184179188613,582.9474411004882,686.5825091009253
2026-04-30,952.512150747442,728.0187424931809,603.281060896381,342.393513492115,547.6691330406418,645.0325038056976
2026-05-22,952.4168995323671,727.9459406189314,603.2207327902913,342.3592741407658,547.6143661273377,644.9680005553171
2026-05-25,952.3216578424139,727.8731460248696,603.1604107170124,342.3250382133518,547.559604690725,644.9035037552616
