breakout_window,exit_window,trend_window,base_floor,score,discarded,recent_6m_calmar,recent_6m_maxdd,recent_6m_annret,recent_6m_excess_ret,recent_6m_dd_excess,recent_1y_calmar,recent_1y_maxdd,recent_1y_annret,recent_1y_excess_ret,recent_1y_dd_excess,full_pre_cutoff_calmar,full_pre_cutoff_maxdd,full_pre_cutoff_annret,full_pre_cutoff_excess_ret,full_pre_cutoff_dd_excess
10,8,30,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
8,8,40,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
8,8,60,0.3,-inf,recent_6m 跑输 ETF -6.66pp 超过容忍带 -5.0pp,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354
10,8,60,0.3,-inf,recent_6m 跑输 ETF -6.66pp 超过容忍带 -5.0pp,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354
15,5,30,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
15,8,60,0.3,-inf,recent_6m 跑输 ETF -6.66pp 超过容忍带 -5.0pp,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354
10,5,30,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
15,8,40,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
15,8,30,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
10,5,40,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
10,5,60,0.3,-inf,recent_6m 跑输 ETF -6.66pp 超过容忍带 -5.0pp,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354
15,5,60,0.3,-inf,recent_6m 跑输 ETF -6.66pp 超过容忍带 -5.0pp,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354,6.73,-0.10800000000000001,0.7273000000000001,-0.06657855044074457,-0.05604647983595354
8,8,30,0.3,-inf,recent_6m 跑输 ETF -7.47pp 超过容忍带 -5.0pp,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354,6.37,-0.10800000000000001,0.6876000000000001,-0.07467855044074456,-0.05604647983595354
